Testing v8 version different from logging version
Statistical profiling result from isolate-0x7867bc665040-1-v8.log, (37088 ticks, 96 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.0%    0.0%  Builtin: FunctionPrototypeCall
      1    0.0%    0.0%  Builtin: FunctionPrototypeApply
      1    0.0%    0.0%  Builtin: ForInNext
      1    0.0%    0.0%  Builtin: FastNewRestArguments
      1    0.0%    0.0%  Builtin: DoubleToI
      1    0.0%    0.0%  Builtin: CreateRegExpLiteral
      1    0.0%    0.0%  Builtin: CloneObjectIC_Slow
      1    0.0%    0.0%  Builtin: CloneObjectIC
      1    0.0%    0.0%  Builtin: CloneFastJSArray
      1    0.0%    0.0%  Builtin: CallWithSpread_Baseline
      1    0.0%    0.0%  Builtin: BitwiseNot_Baseline
      1    0.0%    0.0%  Builtin: AsyncFunctionResolve
      1    0.0%    0.0%  Builtin: ArrayIndexOf
      1    0.0%    0.0%  Builtin: ArrayIncludesSmiOrObject
      1    0.0%    0.0%  Builtin: ArrayFilter

 [C++]:
   ticks  total  nonlib   name

 [Summary]:
   ticks  total  nonlib   name
   4531   12.2%   97.9%  JavaScript
      0    0.0%    0.0%  C++
    111    0.3%    2.4%  GC
  32461   87.5%          Shared libraries
     96    0.3%          Unaccounted

 [C++ entry points]:
   ticks    cpp   total   name

 [Bottom up (heavy) profile]:
  Note: percentage shows a share of a particular caller in the total
  amount of its parent calls.
  Callers occupying less than 1.0% are not shown.

   ticks parent  name
  26892   72.5%  /lib/ld-musl-x86_64.so.1
   7258   27.0%    /usr/local/bin/node
   6819   94.0%      JS: *Socket._write node:net:963:35
   6819  100.0%        JS: *Writable.write node:internal/streams/writable:496:36
   6799   99.7%          JS: *ondata node:internal/streams/readable:1005:18
   6799  100.0%            JS: *emit node:events:466:44
     87    1.2%      JS: *Socket._writeGeneric node:net:921:42
     42   48.3%        JS: ^connect node:net:928:42
     42  100.0%          JS: *onceWrapper node:events:628:21
     28   66.7%            JS: *emit node:events:466:44
     14   33.3%            JS: *afterConnect node:net:1548:22
     35   40.2%        JS: ^Socket._writev node:net:958:36
     33   94.3%          JS: *clearBuffer node:internal/streams/writable:735:21
     32   97.0%            JS: *end node:_http_outgoing:1058:45
      1    3.0%            JS: *Writable.uncork node:internal/streams/writable:512:37
      2    5.7%          JS: ^doWrite node:internal/streams/writable:579:17
      2  100.0%            JS: ^clearBuffer node:internal/streams/writable:735:21
      8    9.2%        JS: *Socket._writev node:net:958:36
      8  100.0%          JS: *clearBuffer node:internal/streams/writable:735:21
      8  100.0%            JS: *end node:_http_outgoing:1058:45
      1    1.1%        JS: ^Socket._write node:net:963:35
      1  100.0%          JS: *Writable.write node:internal/streams/writable:496:36
      1  100.0%            JS: ^ondata node:internal/streams/readable:1005:18
      1    1.1%        JS: *doWrite node:internal/streams/writable:579:17
      1  100.0%          JS: ^clearBuffer node:internal/streams/writable:735:21
      1  100.0%            JS: *Writable.uncork node:internal/streams/writable:512:37
    288    1.1%    JS: ^internalConnect node:net:1032:25
    272   94.4%      JS: *processTicksAndRejections node:internal/process/task_queues:67:35
     14    4.9%      JS: ^defaultTriggerAsyncIdScope node:internal/async_hooks:455:36
     14  100.0%        JS: ^<anonymous> node:net:1313:73
     14  100.0%          JS: ^processTicksAndRejections node:internal/process/task_queues:67:35

   5418   14.6%  /usr/local/bin/node
   2686   49.6%    /usr/local/bin/node
    961   35.8%      JS: *nextTick node:internal/process/task_queues:103:18
    843   87.7%        JS: *Readable.push node:internal/streams/readable:385:35
    842   99.9%          JS: *onStreamRead node:internal/stream_base_commons:167:22
     18    1.9%        JS: *Readable.resume node:internal/streams/readable:1225:37
     13   72.2%          JS: *Readable.on node:internal/streams/readable:1125:33
      7   53.8%            JS: ^Readable.pipe node:internal/streams/readable:907:35
      6   46.2%            JS: *Readable.pipe node:internal/streams/readable:907:35
      3   16.7%          JS: ^Socket.resume node:net:757:35
      3  100.0%            JS: *Readable.on node:internal/streams/readable:1125:33
      2   11.1%          JS: ^_dump node:_http_incoming:432:49
      2  100.0%            JS: ^resOnFinish node:_http_server:972:21
     15    1.6%        JS: *Socket.resume node:net:757:35
     15  100.0%          JS: *Readable.on node:internal/streams/readable:1125:33
      7   46.7%            JS: ^connectionListenerInternal node:_http_server:650:36
      3   20.0%            JS: ^tickOnSocket node:_http_client:798:22
      3   20.0%            JS: *connectionListenerInternal node:_http_server:650:36
      1    6.7%            JS: ^Readable.pipe node:internal/streams/readable:907:35
      1    6.7%            JS: *Readable.pipe node:internal/streams/readable:907:35
     12    1.2%        JS: *Readable.read node:internal/streams/readable:645:35
      6   50.0%          JS: *resume_ node:internal/streams/readable:1252:17
      6  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:67:35
      3   25.0%          JS: *Socket.read node:net:766:33
      2   66.7%            JS: *emitReadable_ node:internal/streams/readable:828:23
      1   33.3%            JS: *flow node:internal/streams/readable:1278:14
      2   16.7%          JS: ^resume_ node:internal/streams/readable:1252:17
      2  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:67:35
      1    8.3%          JS: *flow node:internal/streams/readable:1278:14
      1  100.0%            JS: ^emitReadable_ node:internal/streams/readable:828:23
    678   25.2%      JS: *Socket._write node:net:963:35
    678  100.0%        JS: *Writable.write node:internal/streams/writable:496:36
    673   99.3%          JS: *ondata node:internal/streams/readable:1005:18
    673  100.0%            JS: *emit node:events:466:44
    114    4.2%      JS: *processTicksAndRejections node:internal/process/task_queues:67:35
     50    1.9%      JS: ^addRequest node:_http_agent:240:49
     41   82.0%        JS: ^ClientRequest node:_http_client:130:23
     33   80.5%          JS: ^request node:http:102:17
     29   87.9%            JS: ^stream /app/node_modules/http-proxy/lib/http-proxy/passes/web-incoming.js:100:26
      4   12.1%            JS: ^stream /app/node_modules/http-proxy/lib/http-proxy/passes/ws-incoming.js:79:27
      7   17.1%          JS: *request node:http:102:17
      6   85.7%            JS: ^stream /app/node_modules/http-proxy/lib/http-proxy/passes/web-incoming.js:100:26
      1   14.3%            JS: ^stream /app/node_modules/http-proxy/lib/http-proxy/passes/ws-incoming.js:79:27
      1    2.4%          JS: *stream /app/node_modules/http-proxy/lib/http-proxy/passes/web-incoming.js:100:26
      1  100.0%            JS: *<anonymous> /app/node_modules/http-proxy/lib/http-proxy/index.js:31:20
      9   18.0%        JS: *ClientRequest node:_http_client:130:23
      7   77.8%          JS: ^request node:http:102:17
      6   85.7%            JS: ^stream /app/node_modules/http-proxy/lib/http-proxy/passes/web-incoming.js:100:26
      1   14.3%            JS: ^stream /app/node_modules/http-proxy/lib/http-proxy/passes/ws-incoming.js:79:27
      2   22.2%          JS: *request node:http:102:17
      2  100.0%            JS: ^stream /app/node_modules/http-proxy/lib/http-proxy/passes/web-incoming.js:100:26
     44    1.6%      JS: ^createSocket node:_http_agent:310:53
     44  100.0%        JS: ^addRequest node:_http_agent:240:49
     40   90.9%          JS: ^ClientRequest node:_http_client:130:23
     31   77.5%            JS: ^request node:http:102:17
      9   22.5%            JS: *request node:http:102:17
      4    9.1%          JS: *ClientRequest node:_http_client:130:23
      4  100.0%            JS: ^request node:http:102:17
     44    1.6%      JS: *Readable.on node:internal/streams/readable:1125:33
     24   54.5%        JS: ^stream /app/node_modules/http-proxy/lib/http-proxy/passes/web-incoming.js:100:26
     14   58.3%          JS: ^<anonymous> /app/node_modules/http-proxy/lib/http-proxy/index.js:31:20
     14  100.0%            JS: ^HttpProxyMiddleware.middleware /app/node_modules/http-proxy-middleware/dist/http-proxy-middleware.js:17:27
     10   41.7%          JS: *<anonymous> /app/node_modules/http-proxy/lib/http-proxy/index.js:31:20
     10  100.0%            JS: ^HttpProxyMiddleware.middleware /app/node_modules/http-proxy-middleware/dist/http-proxy-middleware.js:17:27
      4    9.1%        JS: *stream /app/node_modules/http-proxy/lib/http-proxy/passes/web-incoming.js:100:26
      3   75.0%          JS: *<anonymous> /app/node_modules/http-proxy/lib/http-proxy/index.js:31:20
      3  100.0%            JS: ^HttpProxyMiddleware.middleware /app/node_modules/http-proxy-middleware/dist/http-proxy-middleware.js:17:27
      1   25.0%          JS: *HttpProxyMiddleware.middleware /app/node_modules/http-proxy-middleware/dist/http-proxy-middleware.js:17:27
      1  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      4    9.1%        JS: *Readable.pipe node:internal/streams/readable:907:35
      4  100.0%          JS: ^stream /app/node_modules/http-proxy/lib/http-proxy/passes/web-incoming.js:100:26
      3   75.0%            JS: *<anonymous> /app/node_modules/http-proxy/lib/http-proxy/index.js:31:20
      1   25.0%            JS: ^<anonymous> /app/node_modules/http-proxy/lib/http-proxy/index.js:31:20
      3    6.8%        JS: ^connectionListenerInternal node:_http_server:650:36
      2   66.7%          JS: *defaultTriggerAsyncIdScope node:internal/async_hooks:455:36
      2  100.0%            JS: ^connectionListener node:_http_server:644:28
      1   33.3%          JS: *connectionListener node:_http_server:644:28
      1  100.0%            JS: *onconnection node:net:2104:22
      3    6.8%        JS: ^Readable.pipe node:internal/streams/readable:907:35
      2   66.7%          JS: ^stream /app/node_modules/http-proxy/lib/http-proxy/passes/web-incoming.js:100:26
      2  100.0%            JS: ^<anonymous> /app/node_modules/http-proxy/lib/http-proxy/index.js:31:20
      1   33.3%          JS: ^<anonymous> /app/node_modules/http-proxy/lib/http-proxy/passes/ws-incoming.js:120:36
      1  100.0%            JS: *emit node:events:466:44
      2    4.5%        JS: ^tickOnSocket node:_http_client:798:22
      2  100.0%          JS: ^onSocketNT node:_http_client:866:20
      2  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:67:35
      2    4.5%        JS: ^parserOnIncomingClient node:_http_client:606:32
      1   50.0%          JS: ^parserOnHeadersComplete node:_http_common:72:33
      1  100.0%            Builtin: CallApiCallbackGeneric
      1   50.0%          JS: *parserOnHeadersComplete node:_http_common:72:33
      1  100.0%            Builtin: CallApiCallbackGeneric
      1    2.3%        JS: ^socketListenerWrap node:_http_server:1193:37
      1  100.0%          JS: ^assignSocket node:_http_server:282:62
      1  100.0%            JS: ^parserOnIncoming node:_http_server:1030:26
      1    2.3%        JS: ^Socket node:net:353:16
      1  100.0%          JS: ^connect node:net:221:17
      1  100.0%            JS: ^createSocket node:_http_agent:310:53
     32    1.2%      JS: ^writeStatusCode /app/node_modules/http-proxy/lib/http-proxy/passes/web-outgoing.js:137:44
     17   53.1%        JS: *<anonymous> /app/node_modules/http-proxy/lib/http-proxy/passes/web-incoming.js:172:37
     17  100.0%          JS: *emit node:events:466:44
     17  100.0%            JS: ^parserOnIncomingClient node:_http_client:606:32
     15   46.9%        JS: ^<anonymous> /app/node_modules/http-proxy/lib/http-proxy/passes/web-incoming.js:172:37
     13   86.7%          JS: *emit node:events:466:44
     13  100.0%            JS: ^parserOnIncomingClient node:_http_client:606:32
      2   13.3%          JS: ^emit node:events:466:44
      2  100.0%            JS: ^parserOnIncomingClient node:_http_client:606:32

    473    1.3%  Builtin: LoadIC_Megamorphic
     96   20.3%    JS: *emit node:events:466:44
     91   94.8%      JS: *Readable.push node:internal/streams/readable:385:35
     91  100.0%        JS: *onStreamRead node:internal/stream_base_commons:167:22
      1    1.0%      JS: ^tickOnSocket node:_http_client:798:22
      1  100.0%        JS: ^onSocketNT node:_http_client:866:20
      1  100.0%          JS: *processTicksAndRejections node:internal/process/task_queues:67:35
      1    1.0%      JS: ^finish node:internal/streams/writable:939:16
      1  100.0%        JS: *processTicksAndRejections node:internal/process/task_queues:67:35
      1    1.0%      JS: ^addChunk node:internal/streams/readable:548:18
      1  100.0%        JS: ^readableAddChunkPushByteMode node:internal/streams/readable:461:38
      1  100.0%          JS: ^Readable.push node:internal/streams/readable:385:35
      1  100.0%            JS: ^onStreamRead node:internal/stream_base_commons:167:22
      1    1.0%      JS: *onfinish node:internal/streams/readable:1040:20
      1  100.0%        JS: *onceWrapper node:events:628:21
      1  100.0%          JS: *onFinish node:_http_outgoing:1053:18
      1  100.0%            JS: *callback node:internal/streams/writable:754:63
      1    1.0%      JS: *Readable.read node:internal/streams/readable:645:35
      1  100.0%        JS: *resume_ node:internal/streams/readable:1252:17
      1  100.0%          JS: *processTicksAndRejections node:internal/process/task_queues:67:35
     87   18.4%    JS: *ondata node:internal/streams/readable:1005:18
     87  100.0%      JS: *emit node:events:466:44
     87  100.0%        JS: *Readable.push node:internal/streams/readable:385:35
     87  100.0%          JS: *onStreamRead node:internal/stream_base_commons:167:22
     57   12.1%    JS: *Writable.write node:internal/streams/writable:496:36
     55   96.5%      JS: *ondata node:internal/streams/readable:1005:18
     55  100.0%        JS: *emit node:events:466:44
     55  100.0%          JS: *Readable.push node:internal/streams/readable:385:35
     54   98.2%            JS: *onStreamRead node:internal/stream_base_commons:167:22
      1    1.8%            JS: ^onStreamRead node:internal/stream_base_commons:167:22
      1    1.8%      JS: ^<anonymous> /app/node_modules/http-proxy/lib/http-proxy/passes/ws-incoming.js:120:36
      1  100.0%        JS: *emit node:events:466:44
      1  100.0%          JS: ^socketOnData node:_http_client:528:22
      1  100.0%            JS: *emit node:events:466:44
      1    1.8%      JS: *_send node:_http_outgoing:402:49
      1  100.0%        JS: ^write_ node:_http_outgoing:916:16
      1  100.0%          JS: ^write node:_http_outgoing:876:49
      1  100.0%            JS: *ondata node:internal/streams/readable:1005:18
     31    6.6%    JS: *Readable.read node:internal/streams/readable:645:35
     31  100.0%      JS: *maybeReadMore_ node:internal/streams/readable:862:24
     31  100.0%        JS: *processTicksAndRejections node:internal/process/task_queues:67:35
     30    6.3%    JS: *Socket._write node:net:963:35
     30  100.0%      JS: *Writable.write node:internal/streams/writable:496:36
     30  100.0%        JS: *ondata node:internal/streams/readable:1005:18
     30  100.0%          JS: *emit node:events:466:44
     30  100.0%            JS: *Readable.push node:internal/streams/readable:385:35
     21    4.4%    JS: *Readable.push node:internal/streams/readable:385:35
     21  100.0%      JS: *onStreamRead node:internal/stream_base_commons:167:22
     20    4.2%    JS: *Socket._read node:net:705:34
     19   95.0%      JS: *Readable.read node:internal/streams/readable:645:35
     18   94.7%        JS: *maybeReadMore_ node:internal/streams/readable:862:24
     18  100.0%          JS: *processTicksAndRejections node:internal/process/task_queues:67:35
      1    5.3%        JS: *Socket.read node:net:766:33
      1  100.0%          JS: *resume_ node:internal/streams/readable:1252:17
      1  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:67:35
      1    5.0%      JS: ^<anonymous> node:net:714:26
      1  100.0%        JS: *onceWrapper node:events:628:21
      1  100.0%          JS: *emit node:events:466:44
      1  100.0%            JS: ^afterConnect node:net:1548:22
     18    3.8%    JS: *maybeReadMore_ node:internal/streams/readable:862:24
     18  100.0%      JS: *processTicksAndRejections node:internal/process/task_queues:67:35
     12    2.5%    JS: *onStreamRead node:internal/stream_base_commons:167:22
      5    1.1%    JS: *processTicksAndRejections node:internal/process/task_queues:67:35
      5    1.1%    JS: *endReadableNT node:internal/streams/readable:1690:23
      5  100.0%      JS: *processTicksAndRejections node:internal/process/task_queues:67:35
      5    1.1%    JS: *Readable.on node:internal/streams/readable:1125:33
      1   20.0%      JS: ^tickOnSocket node:_http_client:798:22
      1  100.0%        JS: ^onSocketNT node:_http_client:866:20
      1  100.0%          JS: *processTicksAndRejections node:internal/process/task_queues:67:35
      1   20.0%      JS: ^stream /app/node_modules/http-proxy/lib/http-proxy/passes/web-incoming.js:100:26
      1  100.0%        JS: *<anonymous> /app/node_modules/http-proxy/lib/http-proxy/index.js:31:20
      1  100.0%          JS: ^HttpProxyMiddleware.middleware /app/node_modules/http-proxy-middleware/dist/http-proxy-middleware.js:17:27
      1  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      1   20.0%      JS: ^installListeners node:_http_agent:378:26
      1  100.0%        JS: ^<anonymous> node:_http_agent:323:25
      1  100.0%          JS: ^<anonymous> node:internal/util:519:18
      1  100.0%            JS: ^createSocket node:_http_agent:310:53
      1   20.0%      JS: ^<anonymous> /app/node_modules/http-proxy/lib/http-proxy/passes/web-incoming.js:172:37
      1  100.0%        JS: *emit node:events:466:44
      1  100.0%          JS: ^parserOnIncomingClient node:_http_client:606:32
      1  100.0%            JS: ^parserOnHeadersComplete node:_http_common:72:33
      1   20.0%      JS: *onSocketNT node:_http_client:866:20
      1  100.0%        JS: *processTicksAndRejections node:internal/process/task_queues:67:35

    464    1.3%  Builtin: KeyedLoadIC_Megamorphic
    109   23.5%    JS: *emit node:events:466:44
     94   86.2%      JS: *Readable.push node:internal/streams/readable:385:35
     94  100.0%        JS: *onStreamRead node:internal/stream_base_commons:167:22
      2    1.8%      JS: ^onconnection node:net:2104:22
      2    1.8%      JS: ^onFinish node:_http_outgoing:1053:18
      1   50.0%        JS: ^callback node:internal/streams/writable:754:63
      1  100.0%          JS: ^afterWrite node:internal/streams/writable:690:20
      1  100.0%            JS: ^afterWriteTick node:internal/streams/writable:684:24
      1   50.0%        JS: ^afterWrite node:internal/streams/writable:690:20
      1  100.0%          JS: *onwrite node:internal/streams/writable:607:17
      1  100.0%            JS: *Socket._writeGeneric node:net:921:42
      2    1.8%      JS: ^Readable.pause node:internal/streams/readable:1265:36
      1   50.0%        JS: ~Socket.pause node:net:743:34
      1  100.0%          JS: ^Readable.unpipe node:internal/streams/readable:1090:37
      1  100.0%            JS: ^unpipe node:internal/streams/readable:1047:18
      1   50.0%        JS: ^Readable.unpipe node:internal/streams/readable:1090:37
      1  100.0%          JS: ^unpipe node:internal/streams/readable:1047:18
      1  100.0%            JS: ^onfinish node:internal/streams/readable:1040:20
     99   21.3%    JS: *onStreamRead node:internal/stream_base_commons:167:22
     98   21.1%    JS: *get node:net:2306:6
     59   60.2%      JS: *Socket._read node:net:705:34
     59  100.0%        JS: *Readable.read node:internal/streams/readable:645:35
     58   98.3%          JS: *maybeReadMore_ node:internal/streams/readable:862:24
     58  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:67:35
      1    1.7%          JS: *Socket.read node:net:766:33
      1  100.0%            JS: ^maybeReadMore_ node:internal/streams/readable:862:24
     33   33.7%      JS: *Socket._write node:net:963:35
     33  100.0%        JS: *Writable.write node:internal/streams/writable:496:36
     32   97.0%          JS: *ondata node:internal/streams/readable:1005:18
     32  100.0%            JS: *emit node:events:466:44
      1    3.0%          JS: ^<anonymous> /app/node_modules/http-proxy/lib/http-proxy/passes/ws-incoming.js:120:36
      1  100.0%            JS: *emit node:events:466:44
      3    3.1%      JS: ^connectionListenerInternal node:_http_server:650:36
      2   66.7%        JS: ^defaultTriggerAsyncIdScope node:internal/async_hooks:455:36
      2  100.0%          JS: ^connectionListener node:_http_server:644:28
      2  100.0%            JS: *emit node:events:466:44
      1   33.3%        JS: *defaultTriggerAsyncIdScope node:internal/async_hooks:455:36
      1  100.0%          JS: ^connectionListener node:_http_server:644:28
      1  100.0%            JS: *emit node:events:466:44
      1    1.0%      JS: ^Socket._writeGeneric node:net:921:42
      1  100.0%        JS: ^Socket._write node:net:963:35
      1  100.0%          JS: ^writeOrBuffer node:internal/streams/writable:540:23
      1  100.0%            JS: ^_write node:internal/streams/writable:445:16
      1    1.0%      JS: ^Socket._final node:net:515:35
      1  100.0%        JS: ^prefinish node:internal/streams/writable:896:19
      1  100.0%          JS: ^finishMaybe node:internal/streams/writable:918:21
      1  100.0%            JS: ^Writable.end node:internal/streams/writable:798:34
      1    1.0%      JS: ^Socket._destroy node:net:794:37
      1  100.0%        JS: ^_destroy node:internal/streams/destroy:89:18
      1  100.0%          JS: ^destroy node:internal/streams/destroy:48:17
      1  100.0%            JS: *onceWrapper node:events:628:21
     47   10.1%    JS: *Socket._write node:net:963:35
     47  100.0%      JS: *Writable.write node:internal/streams/writable:496:36
     47  100.0%        JS: *ondata node:internal/streams/readable:1005:18
     47  100.0%          JS: *emit node:events:466:44
     47  100.0%            JS: *Readable.push node:internal/streams/readable:385:35
     45    9.7%    JS: *maybeReadMore_ node:internal/streams/readable:862:24
     45  100.0%      JS: *processTicksAndRejections node:internal/process/task_queues:67:35
      6    1.3%    JS: *removeListener node:events:681:28
      3   50.0%      JS: *onunpipe node:internal/streams/readable:934:20
      2   66.7%        JS: *emit node:events:466:44
      2  100.0%          JS: *onfinish node:internal/streams/readable:1040:20
      2  100.0%            JS: *onceWrapper node:events:628:21
      1   33.3%        JS: *Readable.unpipe node:internal/streams/readable:1090:37
      1  100.0%          JS: *onfinish node:internal/streams/readable:1040:20
      1  100.0%            JS: *onceWrapper node:events:628:21
      2   33.3%      JS: ^cleanup node:internal/streams/readable:952:19
      2  100.0%        JS: ^onunpipe node:internal/streams/readable:934:20
      2  100.0%          JS: *emit node:events:466:44
      1   50.0%            JS: ^Readable.unpipe node:internal/streams/readable:1090:37
      1   50.0%            JS: *onfinish node:internal/streams/readable:1040:20
      1   16.7%      JS: *onceWrapper node:events:628:21
      1  100.0%        JS: *onFinish node:_http_outgoing:1053:18
      1  100.0%          JS: *afterWrite node:internal/streams/writable:690:20
      1  100.0%            JS: *onwrite node:internal/streams/writable:607:17
      5    1.1%    JS: *_unrefTimer node:net:505:52
      4   80.0%      JS: ^Socket._writeGeneric node:net:921:42
      3   75.0%        JS: ^Socket._write node:net:963:35
      3  100.0%          JS: *Writable.write node:internal/streams/writable:496:36
      3  100.0%            JS: *ondata node:internal/streams/readable:1005:18
      1   25.0%        JS: ^Socket._writev node:net:958:36
      1  100.0%          JS: ^doWrite node:internal/streams/writable:579:17
      1  100.0%            JS: ^clearBuffer node:internal/streams/writable:735:21
      1   20.0%      JS: ^Socket.connect node:net:1189:36
      1  100.0%        JS: ^connect node:net:221:17
      1  100.0%          JS: ^createSocket node:_http_agent:310:53
      1  100.0%            JS: ^addRequest node:_http_agent:240:49
      5    1.1%    JS: *Readable.removeListener node:internal/streams/readable:1157:45
      1   20.0%      JS: ^socketOnData node:_http_client:528:22
      1  100.0%        JS: *emit node:events:466:44
      1  100.0%          JS: *Readable.push node:internal/streams/readable:385:35
      1  100.0%            JS: *onStreamRead node:internal/stream_base_commons:167:22
      1   20.0%      JS: ^onceWrapper node:events:628:21
      1  100.0%        JS: *emit node:events:466:44
      1  100.0%          JS: ^finish node:internal/streams/writable:939:16
      1  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:67:35
      1   20.0%      JS: ^onRemove node:_http_agent:409:20
      1  100.0%        JS: *emit node:events:466:44
      1  100.0%          JS: ^socketOnData node:_http_client:528:22
      1  100.0%            JS: *emit node:events:466:44
      1   20.0%      JS: ^cleanup node:internal/streams/readable:952:19
      1  100.0%        JS: ^onunpipe node:internal/streams/readable:934:20
      1  100.0%          JS: *unpipe node:internal/streams/readable:1047:18
      1  100.0%            JS: ^onfinish node:internal/streams/readable:1040:20
      1   20.0%      JS: *onceWrapper node:events:628:21
      1  100.0%        JS: *endReadableNT node:internal/streams/readable:1690:23
      1  100.0%          JS: *processTicksAndRejections node:internal/process/task_queues:67:35
      5    1.1%    JS: *Readable.on node:internal/streams/readable:1125:33
      2   40.0%      JS: ^installListeners node:_http_agent:378:26
      2  100.0%        JS: ^<anonymous> node:_http_agent:323:25
      1   50.0%          JS: ^<anonymous> node:internal/util:519:18
      1  100.0%            JS: ^createSocket node:_http_agent:310:53
      1   50.0%          JS: *<anonymous> node:internal/util:519:18
      1  100.0%            JS: ^createSocket node:_http_agent:310:53
      1   20.0%      JS: ^socketListenerWrap node:_http_server:1193:37
      1  100.0%        JS: *once node:events:652:44
      1  100.0%          JS: ^Socket.destroySoon node:net:783:40
      1  100.0%            JS: ^resOnFinish node:_http_server:972:21
      1   20.0%      JS: ^connectionListenerInternal node:_http_server:650:36
      1  100.0%        JS: ^defaultTriggerAsyncIdScope node:internal/async_hooks:455:36
      1  100.0%          JS: ^connectionListener node:_http_server:644:28
      1  100.0%            JS: *emit node:events:466:44
      1   20.0%      JS: *<anonymous> node:_http_agent:323:25
      1  100.0%        JS: *createSocket node:_http_agent:310:53
      1  100.0%          JS: ^addRequest node:_http_agent:240:49
      1  100.0%            JS: *ClientRequest node:_http_client:130:23
      5    1.1%    JS: *<anonymous> /app/node_modules/http-proxy/lib/http-proxy/common.js:39:13
      5  100.0%      Builtin: ArrayForEach
      5  100.0%        JS: ^common.setupOutgoing /app/node_modules/http-proxy/lib/http-proxy/common.js:33:32
      4   80.0%          JS: ^stream /app/node_modules/http-proxy/lib/http-proxy/passes/web-incoming.js:100:26
      2   50.0%            JS: ^<anonymous> /app/node_modules/http-proxy/lib/http-proxy/index.js:31:20
      2   50.0%            JS: *<anonymous> /app/node_modules/http-proxy/lib/http-proxy/index.js:31:20
      1   20.0%          JS: ^stream /app/node_modules/http-proxy/lib/http-proxy/passes/ws-incoming.js:79:27
      1  100.0%            JS: ^<anonymous> /app/node_modules/http-proxy/lib/http-proxy/index.js:31:20

