user-count, latency
500, 938
500, 938
500, 938
500, 938
500, 938
500, 938
500, 937
500, 937
500, 937
500, 937
500, 937
500, 937
500, 923
500, 917
500, 917
500, 917
500, 917
500, 917
500, 917
500, 917
500, 917
500, 917
500, 917
500, 917
500, 917
500, 917
500, 916
500, 916
500, 916
500, 917
500, 917
500, 884
500, 884
500, 884
500, 884
500, 884
500, 861
500, 860
500, 860
500, 860
500, 860
500, 860
500, 860
500, 862
500, 862
500, 862
500, 862
500, 862
500, 862
500, 862
500, 862
500, 861
500, 861
500, 834
500, 834
500, 834
500, 834
500, 834
500, 834
500, 832
500, 832
500, 831
500, 831
500, 819
500, 818
500, 819
500, 815
500, 815
500, 815
500, 815
500, 815
500, 815
500, 815
500, 815
500, 4
500, 815
500, 815
500, 815
500, 815
500, 814
500, 815
500, 928
500, 928
500, 922
500, 922
500, 922
500, 922
500, 922
500, 922
500, 922
500, 922
500, 922
500, 922
500, 922
500, 922
500, 922
500, 922
500, 922
500, 922
500, 922
500, 922
500, 922
500, 922
500, 922
500, 922
500, 922
500, 922
500, 922
500, 922
500, 922
500, 922
500, 922
500, 922
500, 922
500, 922
500, 922
500, 922
500, 922
500, 922
500, 922
500, 922
500, 922
500, 922
500, 922
500, 922
500, 922
500, 921
500, 921
500, 921
500, 921
500, 921
500, 921
500, 921
500, 921
500, 921
500, 921
500, 921
500, 921
500, 921
500, 921
500, 921
500, 921
500, 921
500, 921
500, 921
500, 921
500, 888
500, 888
500, 888
500, 888
500, 888
500, 888
500, 888
500, 888
500, 888
500, 888
500, 888
500, 888
500, 888
500, 888
500, 888
500, 888
500, 889
500, 889
500, 889
500, 889
500, 866
500, 866
500, 866
500, 866
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 865
500, 864
500, 864
500, 864
500, 864
500, 864
500, 864
500, 864
500, 864
500, 838
500, 838
500, 838
500, 838
500, 838
500, 838
500, 838
500, 838
500, 838
500, 838
500, 838
500, 838
500, 838
500, 838
500, 838
500, 838
500, 838
500, 838
500, 838
500, 838
500, 838
500, 838
500, 838
500, 838
500, 838
500, 838
500, 836
500, 836
500, 836
500, 836
500, 836
500, 836
500, 836
500, 836
500, 836
500, 836
500, 835
500, 835
500, 835
500, 835
500, 835
500, 835
500, 835
500, 835
500, 835
500, 835
500, 823
500, 823
500, 823
500, 823
500, 823
500, 822
500, 822
500, 822
500, 822
500, 822
500, 822
500, 822
500, 822
500, 822
500, 822
500, 818
500, 818
500, 818
500, 818
500, 818
500, 818
500, 818
500, 818
500, 818
500, 818
500, 818
500, 818
500, 818
500, 818
500, 818
500, 818
500, 818
500, 818
500, 818
500, 818
500, 818
500, 818
500, 818
500, 818
500, 818
500, 818
500, 818
500, 818
500, 818
500, 818
500, 818
500, 818
500, 818
500, 818
500, 818
500, 818
500, 818
500, 818
500, 818
500, 818
500, 7
500, 7
500, 819
500, 819
500, 819
500, 819
500, 819
500, 819
500, 819
500, 819
500, 819
500, 819
500, 819
500, 819
500, 819
500, 819
500, 819
500, 819
500, 819
500, 819
500, 819
500, 819
500, 818
500, 818
500, 818
500, 818
500, 818
500, 818
500, 821
500, 821
500, 821
500, 821
500, 821
500, 793
500, 792
500, 792
500, 792
500, 792
500, 751
500, 750
500, 750
500, 750
500, 750
500, 750
500, 750
500, 750
500, 732
500, 733
500, 733
500, 733
500, 733
500, 733
500, 733
500, 732
500, 732
500, 732
500, 732
500, 732
500, 732
500, 732
500, 731
500, 731
500, 731
500, 718
500, 716
500, 716
500, 716
500, 716
500, 717
500, 716
500, 716
500, 716
500, 716
500, 716
500, 716
500, 688
500, 688
500, 823
500, 823
500, 823
500, 823
500, 823
500, 823
500, 823
500, 823
500, 823
500, 823
500, 823
500, 823
500, 823
500, 823
500, 823
500, 823
500, 823
500, 823
500, 823
500, 823
500, 823
500, 823
500, 823
500, 823
500, 795
500, 795
500, 795
500, 795
500, 795
500, 795
500, 794
500, 794
500, 794
500, 794
500, 794
500, 794
500, 794
500, 794
500, 794
500, 794
500, 794
500, 794
500, 794
500, 794
500, 794
500, 794
500, 794
500, 794
500, 795
500, 795
500, 795
500, 795
500, 795
500, 795
500, 754
500, 754
500, 754
500, 754
500, 754
500, 754
500, 753
500, 753
500, 753
500, 753
500, 753
500, 753
500, 753
500, 753
500, 753
500, 753
500, 753
500, 753
500, 753
500, 753
500, 753
500, 753
500, 753
500, 753
500, 753
500, 753
500, 753
500, 753
500, 753
500, 753
500, 753
500, 753
500, 753
500, 753
500, 753
500, 753
500, 753
500, 753
500, 753
500, 753
500, 753
500, 753
500, 753
500, 753
500, 753
500, 753
500, 753
500, 753
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 734
500, 734
500, 734
500, 734
500, 734
500, 734
500, 734
500, 734
500, 734
500, 734
500, 734
500, 734
500, 734
500, 734
500, 734
500, 734
500, 734
500, 734
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 735
500, 734
500, 734
500, 734
500, 734
500, 734
500, 734
500, 734
500, 734
500, 734
500, 734
500, 734
500, 734
500, 734
500, 734
500, 734
500, 734
500, 734
500, 734
500, 734
500, 734
500, 734
500, 721
500, 721
500, 721
500, 721
500, 721
500, 721
500, 721
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 720
500, 720
500, 720
500, 720
500, 720
500, 720
500, 720
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 719
500, 691
500, 691
500, 691
500, 691
500, 691
500, 691
500, 691
500, 691
500, 691
500, 691
500, 691
500, 691
500, 691
500, 694
500, 694
500, 694
500, 694
500, 694
500, 694
500, 694
500, 694
500, 694
500, 694
500, 694
500, 694
500, 694
500, 694
500, 694
500, 663
500, 663
500, 663
500, 663
500, 663
500, 663
500, 633
500, 633
500, 633
500, 633
500, 633
500, 633
500, 633
500, 633
500, 634
500, 634
500, 634
500, 634
500, 634
500, 633
500, 632
500, 614
500, 614
500, 614
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 698
500, 698
500, 698
500, 698
500, 698
500, 698
500, 698
500, 698
500, 698
500, 698
500, 698
500, 698
500, 698
500, 698
500, 698
500, 698
500, 698
500, 698
500, 698
500, 698
500, 698
500, 698
500, 698
500, 698
500, 698
500, 698
500, 698
500, 698
500, 698
500, 698
500, 698
500, 698
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 697
500, 666
500, 666
500, 666
500, 666
500, 666
500, 666
500, 666
500, 666
500, 666
500, 666
500, 666
500, 666
500, 666
500, 666
500, 666
500, 666
500, 666
500, 666
500, 666
500, 666
500, 666
500, 666
500, 666
500, 666
500, 666
500, 666
500, 666
500, 666
500, 666
500, 666
500, 666
500, 666
500, 666
500, 666
500, 666
500, 666
500, 666
500, 666
500, 667
500, 667
500, 667
500, 667
500, 667
500, 667
500, 667
500, 667
500, 667
500, 667
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 638
500, 638
500, 638
500, 638
500, 638
500, 638
500, 638
500, 638
500, 638
500, 638
500, 638
500, 638
500, 638
500, 638
500, 638
500, 638
500, 638
500, 638
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 637
500, 636
500, 636
500, 636
500, 636
500, 636
500, 636
500, 636
500, 636
500, 636
500, 618
500, 618
500, 618
500, 618
500, 618
500, 618
500, 618
500, 618
500, 618
500, 618
500, 618
500, 618
500, 618
500, 618
500, 618
500, 618
500, 618
500, 618
500, 618
500, 618
500, 618
500, 618
500, 618
500, 618
500, 621
500, 621
500, 621
500, 621
500, 621
500, 621
500, 621
500, 621
500, 621
500, 620
500, 605
500, 601
500, 601
500, 602
500, 602
500, 602
500, 602
500, 602
500, 602
500, 602
500, 602
500, 602
500, 602
500, 601
500, 602
500, 601
500, 579
500, 576
500, 576
500, 576
500, 576
500, 576
500, 576
500, 576
500, 623
500, 623
500, 623
500, 623
500, 623
500, 623
500, 623
500, 623
500, 623
500, 623
500, 623
500, 623
500, 623
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 624
500, 609
500, 609
500, 609
500, 609
500, 609
500, 609
500, 609
500, 609
500, 609
500, 609
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 606
500, 606
500, 606
500, 606
500, 606
500, 606
500, 606
500, 606
500, 606
500, 606
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 605
500, 604
500, 604
500, 604
500, 604
500, 604
500, 604
500, 604
500, 604
500, 604
500, 604
500, 582
500, 582
500, 582
500, 582
500, 582
500, 582
500, 582
500, 582
500, 582
500, 582
500, 582
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 579
500, 582
500, 582
500, 583
500, 847
500, 757
500, 712
500, 650
500, 630
500, 608
500, 581
500, 553
500, 553
500, 553
500, 553
500, 553
500, 552
500, 552
500, 552
500, 553
500, 553
500, 553
500, 553
500, 553
500, 553
500, 522
500, 522
500, 522
500, 522
500, 522
500, 522
500, 521
500, 522
500, 520
500, 585
500, 585
500, 585
500, 585
500, 585
500, 585
500, 585
500, 585
500, 585
500, 585
500, 585
500, 585
500, 585
500, 585
500, 585
500, 585
500, 585
500, 585
500, 585
500, 585
500, 585
500, 585
500, 585
500, 585
500, 585
500, 585
500, 585
500, 585
500, 585
500, 585
500, 585
500, 585
500, 849
500, 849
500, 849
500, 849
500, 849
500, 759
500, 759
500, 759
500, 759
500, 714
500, 714
500, 714
500, 652
500, 652
500, 632
500, 583
500, 583
500, 583
500, 583
500, 583
500, 583
500, 583
500, 583
500, 583
500, 583
500, 583
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 556
500, 556
500, 556
500, 556
500, 556
500, 556
500, 556
500, 556
500, 556
500, 556
500, 556
500, 556
500, 556
500, 556
500, 556
500, 556
500, 556
500, 556
500, 556
500, 556
500, 556
500, 556
500, 556
500, 556
500, 556
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 555
500, 556
500, 556
500, 556
500, 556
500, 556
500, 556
500, 556
500, 556
500, 556
500, 556
500, 556
500, 556
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 525
500, 524
500, 524
500, 524
500, 524
500, 524
500, 524
500, 524
500, 524
500, 524
500, 524
500, 524
500, 524
500, 524
500, 524
500, 524
500, 524
500, 524
500, 524
500, 524
500, 524
500, 524
500, 524
500, 524
500, 524
500, 524
500, 524
500, 525
500, 526
500, 526
500, 526
500, 526
500, 514
500, 509
500, 509
500, 509
500, 509
500, 509
500, 509
500, 510
500, 510
500, 510
500, 511
500, 511
500, 511
500, 510
500, 484
500, 484
500, 484
500, 484
500, 484
500, 484
500, 528
500, 528
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 529
500, 517
500, 517
500, 517
500, 517
500, 517
500, 517
500, 517
500, 517
500, 517
500, 517
500, 517
500, 517
500, 517
500, 512
500, 512
500, 512
500, 512
500, 512
500, 512
500, 512
500, 512
500, 512
500, 512
500, 512
500, 512
500, 512
500, 512
500, 512
500, 512
500, 512
500, 512
500, 512
500, 512
500, 512
500, 512
500, 512
500, 512
500, 512
500, 512
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 514
500, 514
500, 514
500, 514
500, 514
500, 514
500, 514
500, 514
500, 514
500, 514
500, 514
500, 514
500, 514
500, 514
500, 514
500, 514
500, 514
500, 514
500, 514
500, 514
500, 514
500, 514
500, 514
500, 514
500, 514
500, 514
500, 514
500, 514
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 513
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 487
500, 488
500, 488
500, 488
500, 488
500, 488
500, 488
500, 488
500, 490
500, 490
500, 490
500, 490
500, 490
500, 490
500, 490
500, 488
500, 463
500, 463
500, 462
500, 461
500, 461
500, 461
500, 461
500, 461
500, 461
500, 461
500, 462
500, 462
500, 462
500, 461
500, 431
500, 492
500, 492
500, 492
500, 492
500, 492
500, 492
500, 492
500, 492
500, 492
500, 492
500, 492
500, 492
500, 492
500, 492
500, 492
500, 492
500, 492
500, 492
500, 492
500, 492
500, 492
500, 492
500, 492
500, 492
500, 492
500, 492
500, 492
500, 492
500, 492
500, 492
